Date,Open,High,Low,Close,Adj Close,Volume
2003-12-08,370.0,370.3999938964844,357.0,363.5,318.2958679199219,5262703
2003-12-15,364.5,366.8500061035156,353.1000061035156,359.3500061035156,314.6620178222656,11863067
2003-12-22,359.0,375.04998779296875,353.54998779296875,369.29998779296875,323.3746337890625,11115569
2003-12-29,371.0,386.8999938964844,367.5,380.3999938964844,333.09423828125,12389197
2004-01-05,383.0,448.0,364.5,439.70001220703125,385.0198974609375,18575098
2004-01-12,439.1000061035156,454.6499938964844,397.0,401.1499938964844,351.26385498046875,23164319
2004-01-19,402.1000061035156,431.3999938964844,366.6000061035156,415.45001220703125,363.78558349609375,39032511
2004-01-26,415.45001220703125,444.70001220703125,341.1000061035156,431.75,378.0584716796875,35121223
2004-02-02,431.75,453.0,400.54998779296875,448.6499938964844,392.8567810058594,32679818
2004-02-09,445.0,500.79998779296875,445.0,494.29998779296875,432.82989501953125,30918706
2004-02-16,497.0,523.9000244140625,487.5,512.4500122070312,448.7228088378906,46593235
2004-02-23,519.8499755859375,588.0,484.1000061035156,500.04998779296875,437.8647766113281,46096861
2004-03-01,502.1499938964844,534.4000244140625,502.1499938964844,529.5,463.6524658203125,25601758
2004-03-08,531.2000122070312,533.8499755859375,431.0,507.04998779296875,443.99432373046875,26271352
2004-03-15,511.0,515.5,466.95001220703125,471.75,413.0841979980469,28006547
2004-03-22,469.0,494.0,436.6499938964844,489.3999938964844,428.53924560546875,23452603
2004-03-29,488.3999938964844,525.9000244140625,476.0,521.6500244140625,456.77874755859375,22674025
2004-04-05,522.0,548.7000122070312,522.0,536.0,469.3442077636719,16364725
2004-04-12,531.5499877929688,555.0,520.5499877929688,540.9500122070312,473.6785888671875,10529706
2004-04-19,541.5,599.7999877929688,536.0,580.25,508.0913391113281,22167669
2004-04-26,580.25,580.25,535.0999755859375,544.5,476.787109375,19908968
2004-05-03,542.0,558.7000122070312,514.7999877929688,525.9000244140625,460.5001525878906,27975237
2004-05-10,519.9000244140625,520.0,412.0,426.95001220703125,373.8553466796875,39542391
2004-05-17,421.3999938964844,488.0,300.0,462.95001220703125,405.3785400390625,35472411
2004-05-24,466.1499938964844,481.70001220703125,397.3500061035156,405.45001220703125,355.0290832519531,36254618
2004-05-31,380.0,412.0,368.0,383.79998779296875,336.0714416503906,41917086
2004-06-07,388.20001220703125,419.8500061035156,380.0,389.04998779296875,340.6684875488281,39022662
2004-06-14,384.3999938964844,402.3999938964844,378.0,393.0,344.1273498535156,36525958
2004-06-21,392.1499938964844,396.95001220703125,360.25,385.45001220703125,337.5162353515625,38814170
2004-06-28,386.3999938964844,409.0,378.29998779296875,405.0,354.6350402832031,41276455
2004-07-05,407.6000061035156,431.79998779296875,380.0,428.1499938964844,374.9061584472656,36573295
2004-07-12,360.0,433.79998779296875,360.0,425.0,373.4795227050781,26578432
2004-07-19,425.3999938964844,436.8999938964844,417.1499938964844,425.45001220703125,373.8750305175781,22112522
2004-07-26,425.0,440.0,414.5,424.5,373.04022216796875,22420525
2004-08-02,426.1000061035156,431.79998779296875,398.20001220703125,399.54998779296875,351.1147155761719,28739575
2004-08-09,400.0,416.3999938964844,385.0,387.1499938964844,340.21783447265625,30862742
2004-08-16,390.1000061035156,394.6499938964844,369.54998779296875,371.8500061035156,326.7726745605469,20039964
2004-08-23,373.70001220703125,379.3999938964844,354.6499938964844,360.95001220703125,317.1940002441406,24794321
2004-08-30,368.0,394.3500061035156,365.29998779296875,389.1000061035156,341.9315185546875,24650277
2004-09-06,390.5,401.3999938964844,381.79998779296875,392.6000061035156,345.0072021484375,19557073
2004-09-13,394.0,396.0,348.04998779296875,358.1000061035156,314.6894836425781,47977027
2004-09-20,364.0,375.8999938964844,349.0,368.79998779296875,324.0923156738281,58644342
2004-09-27,372.0,372.0,352.6499938964844,356.70001220703125,313.4591979980469,26538985
2004-10-04,361.0,381.95001220703125,361.0,365.79998779296875,321.4560241699219,26639940
2004-10-11,366.0,369.25,355.0,360.3500061035156,316.6667175292969,12050513
2004-10-18,362.5,366.6499938964844,354.6499938964844,357.6000061035156,314.2501525878906,9153399
2004-10-25,357.8999938964844,378.8500061035156,338.0,375.75,330.1998596191406,22507494
2004-11-01,377.0,389.8999938964844,373.6000061035156,379.29998779296875,333.31951904296875,14753856
2004-11-08,381.0,390.0,371.0,381.3999938964844,335.1649169921875,9398030
2004-11-15,381.3999938964844,392.0,378.75,380.6000061035156,334.4619445800781,9919547
2004-11-22,377.8999938964844,404.79998779296875,372.5,398.8999938964844,350.54345703125,9758635
2004-11-29,400.0,435.8999938964844,398.20001220703125,434.3500061035156,381.6960754394531,26298219
2004-12-06,435.70001220703125,454.8999938964844,422.6499938964844,437.6000061035156,384.5520935058594,16088081
2004-12-13,435.0,462.3999938964844,434.0,451.1499938964844,396.4594421386719,12214724
2004-12-20,453.0,476.3999938964844,446.54998779296875,468.79998779296875,411.969970703125,11281027
2004-12-27,475.0,478.0,456.0,461.8999938964844,405.9062805175781,6803350
2005-01-03,465.0,480.0,430.0,440.6499938964844,387.2323303222656,9868772
2005-01-10,444.0,444.0,408.0,419.75,368.8659362792969,11999599
2005-01-17,428.0,428.0,389.1499938964844,394.75,346.8966064453125,9315211
2005-01-24,396.0,450.3999938964844,395.0,448.70001220703125,394.3065490722656,15753375
2005-01-31,452.0,465.70001220703125,442.1000061035156,463.04998779296875,406.9169006347656,10243408
2005-02-07,464.0,502.5,453.6000061035156,500.3999938964844,439.7391662597656,15257805
2005-02-14,507.5,507.5,458.3500061035156,463.1000061035156,406.96087646484375,12377337
2005-02-21,467.70001220703125,479.3500061035156,462.5,474.3500061035156,416.8471374511719,8927411
2005-02-28,477.70001220703125,485.5,454.1000061035156,483.6000061035156,424.9757385253906,11652737
2005-03-07,484.0,485.0,454.8999938964844,457.6499938964844,402.1715393066406,8310365
2005-03-14,457.6499938964844,462.70001220703125,423.20001220703125,448.0,393.6913146972656,8713313
2005-03-21,451.0,451.0,405.0,411.75,361.8357849121094,11644877
2005-03-28,412.0,432.79998779296875,408.0,430.5,378.31280517578125,9090149
2005-04-04,431.0,432.0,398.20001220703125,411.5,361.6161193847656,10745495
2005-04-11,414.8999938964844,415.3999938964844,399.0,404.70001220703125,355.6404113769531,7126830
2005-04-18,403.0,441.79998779296875,396.29998779296875,439.3500061035156,386.09002685546875,10517370
2005-04-25,440.0,443.8999938964844,403.5,406.3999938964844,357.1343078613281,9877905
2005-05-02,409.0,436.8999938964844,393.0,432.6499938964844,380.20220947265625,14044921
2005-05-09,436.3999938964844,463.0,430.25,434.70001220703125,382.0036315917969,8877165
2005-05-16,437.0,456.75,436.0,445.20001220703125,391.2308349609375,9219871
2005-05-23,440.25,468.5,440.25,466.3999938964844,409.8608093261719,9912081
2005-05-30,463.0,470.3999938964844,445.1000061035156,452.29998779296875,397.4700927734375,6643677
2005-06-06,452.0,467.0,447.0,449.3500061035156,394.87774658203125,3813447
2005-06-13,450.0,451.8999938964844,431.54998779296875,443.29998779296875,389.5611267089844,6028128
2005-06-20,443.3500061035156,474.3999938964844,436.70001220703125,471.79998779296875,414.606201171875,7084951
2005-06-27,471.0,484.3999938964844,457.1499938964844,471.54998779296875,414.3865051269531,6497208
2005-07-04,473.04998779296875,473.04998779296875,443.25,448.20001220703125,393.86712646484375,4958220
2005-07-11,452.0,462.8999938964844,446.0,454.1000061035156,399.0518798828125,4273475
2005-07-18,455.0,469.0,451.0,463.20001220703125,407.0487976074219,3202366
2005-07-25,464.8999938964844,489.0,436.95001220703125,482.70001220703125,424.1849060058594,5993789
2005-08-01,480.0,512.4000244140625,477.0,501.79998779296875,440.9694519042969,8658802
2005-08-08,500.0,504.75,473.6499938964844,476.25,418.5168151855469,5713603
2005-08-15,476.25,488.0,466.6000061035156,480.1000061035156,421.9000549316406,2353499
2005-08-22,485.0,489.0,455.8999938964844,474.75,417.1986389160156,3439979
2005-08-29,474.8999938964844,522.0,460.0,511.6499938964844,451.5567932128906,6302608
2005-09-05,511.0,518.0,495.1499938964844,511.1499938964844,451.1155090332031,3544029
2005-09-12,518.0,584.0,507.8999938964844,562.0,495.9931945800781,6370450
2005-09-19,570.0,598.4500122070312,537.0,550.4000244140625,485.7556457519531,9660019
2005-09-26,560.0,580.4500122070312,525.5499877929688,559.7999877929688,494.0516357421875,6277536
2005-10-03,566.0,600.7000122070312,559.0999755859375,572.0499877929688,504.86279296875,7118950
2005-10-10,577.0999755859375,577.0999755859375,530.5999755859375,533.8499755859375,471.14935302734375,4930891
2005-10-17,536.0,563.0,525.75,559.0999755859375,493.433837890625,5143345
2005-10-24,556.25,581.0,503.1000061035156,513.9000244140625,453.5425720214844,8114376
2005-10-31,519.0,558.8499755859375,499.79998779296875,542.2000122070312,478.5186462402344,2141242
2005-11-07,545.0,586.0,541.0499877929688,580.9500122070312,512.7175903320312,5693205
2005-11-14,585.0,612.9500122070312,567.25,608.9500122070312,537.4288940429688,5819360
2005-11-21,608.0,621.4500122070312,576.2999877929688,619.5,546.7398681640625,10922069
2005-11-28,621.9000244140625,634.2000122070312,605.4000244140625,617.5999755859375,545.06298828125,7929731
2005-12-05,619.4000244140625,650.0,609.4000244140625,646.0,570.12744140625,5602678
2005-12-12,646.0,686.9500122070312,641.0,658.0,580.7179565429688,7251111
2005-12-19,659.7999877929688,674.7000122070312,624.0499877929688,626.5,552.917724609375,4833667
2005-12-26,629.0,645.4500122070312,606.5999755859375,635.7999877929688,561.1254272460938,4199830
2006-01-02,635.0499877929688,678.4500122070312,631.5499877929688,670.6500244140625,591.8822631835938,5417111
2006-01-09,650.0,674.0,642.25,656.6500244140625,579.5265502929688,5110788
2006-01-16,651.2000122070312,712.0,637.0,706.2999877929688,623.3450927734375,5485993
2006-01-23,708.0,769.0,690.0,761.0,671.6206665039062,7524867
2006-01-30,770.0,770.0,724.0,730.25,644.4822998046875,4743243
2006-02-06,729.25,775.0,724.0499877929688,767.0999755859375,677.0042114257812,5747658
2006-02-13,767.0,787.4000244140625,748.0,760.9000244140625,671.532470703125,9148346
2006-02-20,764.7999877929688,800.0,753.0499877929688,778.3499755859375,686.932861328125,6826319
2006-02-27,781.5,939.7000122070312,781.5,931.2000122070312,821.8306884765625,23515086
2006-03-06,930.0,942.7000122070312,736.0,878.7000122070312,775.4968872070312,13204606
2006-03-13,886.9000244140625,895.9000244140625,863.0,876.7000122070312,773.7317504882812,8966236
2006-03-20,884.9500122070312,889.0,832.0999755859375,838.1500244140625,739.7095336914062,9210141
2006-03-27,841.0,882.0,835.0,874.2999877929688,771.6136474609375,11009372
2006-04-03,880.0,924.2999877929688,877.0,894.2999877929688,789.2645263671875,7165392
2006-04-10,907.0,907.0,810.5,870.0999755859375,767.9068603515625,6248156
2006-04-17,882.0499877929688,915.75,866.0999755859375,904.0499877929688,797.869384765625,7559573
2006-04-24,908.0,942.0,852.0,927.5999755859375,818.6535034179688,9650492
2006-05-01,919.9500122070312,967.8499755859375,919.9500122070312,940.7000122070312,830.2149658203125,4063594
2006-05-08,948.0,974.9500122070312,920.25,932.7999877929688,823.2427978515625,3079107
2006-05-15,932.0,939.4500122070312,769.4500122070312,783.5499877929688,691.5222778320312,6585343
2006-05-22,802.9000244140625,820.0,655.0,791.7000122070312,698.7150268554688,4986382
2006-05-29,811.0,819.4000244140625,671.1500244140625,769.7000122070312,679.298828125,9129203
